Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
What Happens in Vegas,2008,Tom Vaughan,"['Comedy', 'Romance']",3,2.56,99,['USA'],English,"['English', 'Serbo-Croatian']",171564,14315,14716,"['Cameron Diaz', 'Ashton Kutcher', 'Rob Corddry', 'Lake Bell', 'Jason Sudeikis', 'Treat Williams', ""Deirdre O'Connell"", 'Michelle Krusiec', 'Dennis Farina', 'Zach Galifianakis', 'Queen Latifah', 'Krysten Ritter', 'Ricky Garcia', 'Andy Daly', 'Benita Robledo', 'Dennis Miller', 'Amanda Setton', 'Toni Busker', 'Jessica McKee', 'Ricardo Walker', 'Valerie Orlik', 'Ben Best', 'Clem Cheung', 'Eric Zuckerman', 'Caroline Willman', 'Tommy McGoldrick', 'Billy Eichner', 'Heather Kristin', 'Maddie Corman', 'Jerry V. Lindsay', 'Samantha Ridge', 'Richard M. Schaeffer', 'Michael P. Molnar', 'John Eisenberg', ""Ciaran T. O'Kelly"", 'Jennifer Trier', 'Michael Harkins', 'Patrick Knighton', 'Adam Zuniga', 'Aaron Nauta', 'Christopher Negrin', 'Brittany Dawn Beall', 'Ariel Shafir', 'Sheena Alonzo', 'Bradley Morone', 'Bob Golden', 'Ron Carter', 'Evan Palazzo', 'Jason Keith Davis', 'Ulysses Owens Jr.', 'Michael Rodoja', 'Jules Hartley', 'Maya Jenkins', 'Dave Gibson', 'Brian M. Wixson', 'Justin Flynn', 'Josh Tane', 'Russ Spiegel', 'Martinez Little', 'Darrell Reuben Hall', 'Joe Mancini', 'Beth Laufer', 'Rana Morrison', 'Harry Corrigan', 'Dennis Albanese', 'Matthew Martini', 'Cher Cosenza', 'Maria Di Angelis', 'Cassidy Gard', 'Meagan Gordon', 'Tex Allen', 'August Costa', 'Robert Gerrits', 'Ty Izquierdo', 'Adam Goodnoff Cernese', 'Delia Sheppard', 'Anna Elizabeth Kendrick', 'Lynn Witty', 'Kutcha', 'Hector Lincoln', 'Bob Pepper', 'Mauro Bossi', 'Charles Pendelton', 'Bruce Perkins', 'RJ Konner', 'Brandon Goins', 'Ronald E. Giles', 'Rosalind Lipsett', 'Myriam Blanckaert', 'Stephanie Domini', 'Audrey Fafard', 'Dalila Orozco', 'Vladimir Troitsky', 'Thomas Torrey', 'Jon Yvon', 'Ralph A. Wilburn Jr.', 'Tom Stratford', 'Charlotte Johnston', 'Mark Santomauro', 'Lanette Fugit Hannah', 'Nicole Dupre Sobchack', 'Sarah Poynter']","['Penn Station Entertainment', 'Regency Enterprises', '21 Laps Entertainment', 'Dune Entertainment III', 'Mosaic Media Group', '20th Century Fox', 'Monarchy Enterprises B.V.']",https://letterboxd.com//film/what-happens-in-vegas/
Bee Movie,2007,"Steve Hickner, Simon J. Smith","['Family', 'Comedy', 'Animation', 'Adventure']",3.5,2.86,91,['USA'],English,['English'],781887,41306,85318,"['Jerry Seinfeld', 'Renée Zellweger', 'Matthew Broderick', 'Patrick Warburton', 'John Goodman', 'Chris Rock', 'Kathy Bates', 'Barry Levinson', 'Larry King', 'Ray Liotta', 'Sting', 'Oprah Winfrey', 'Larry Miller', 'Megan Mullally', 'Rip Torn', 'Michael Richards', 'Mario Joyner', 'Jim Cummings', 'Tom Papa', 'Andy Robin', 'David  Moses Pimentel', 'Chuck Martin', 'Conrad Vernon', 'David Herman', 'Carol Leifer', 'Jeff Altman', 'Brian Hopkins', 'Tress MacNeille', 'Nathan D. Morrissey', 'Olivia Mattingly', 'Simon J. Smith', 'Geoff Witcher', 'John DiMaggio', 'Barry Marder', 'Sean Bishop']","['Columbus 81 Productions', 'DreamWorks Animation']",https://letterboxd.com//film/bee-movie/
Good Luck Chuck,2007,Mark Helfrich,"['Romance', 'Comedy']",3,2.08,101,"['Canada', 'USA']",English,['English'],58465,4973,3107,"['Dane Cook', 'Jessica Alba', 'Dan Fogler', 'Ellia English', 'Lonny Ross', 'Troy Gentile', 'Chelan Simmons', 'Mackenzie Mowat', 'Sasha Pieterse', 'Caroline Ford', 'Chiara Zanni', 'Benjamin Ayres', 'Carrie Fleming', 'Yan-Kay Crystal Lowe', 'Tava Smiley', 'Annie Wood', 'Kari-Ann Wood', 'Victoria Bidewell', 'Jodelle Ferland', 'Michelle Harrison', 'Steve Bacic', 'Georgia Craig', 'Heather Doerksen', 'Michael Teigen', 'Michelle Andrew', 'Liam James', 'Yasmine Vox', 'Zara Taylor', 'Eliza Bayne', 'Susan De West', 'Tammy Morris', 'Viviana Cruise', 'Taayla Markell']","['Milestone Entertainment', 'Lionsgate', 'Karz Entertainment', 'Alberta Film Development Program of the Alberta Government', 'Chuck Productions']",https://letterboxd.com//film/good-luck-chuck/
Harry Potter and the Order of the Phoenix,2007,David Yates,"['Adventure', 'Fantasy']",3,3.63,138,"['UK', 'USA']",English,['English'],1821598,129409,378002,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Imelda Staunton', 'Helena Bonham Carter', 'Robbie Coltrane', 'Gary Oldman', 'Ralph Fiennes', 'Michael Gambon', 'Alan Rickman', 'Richard Griffiths', 'Brendan Gleeson', 'Jason Isaacs', 'Evanna Lynch', 'Katie Leung', 'Warwick Davis', 'Fiona Shaw', 'Maggie Smith', 'David Thewlis', 'Emma Thompson', 'Julie Walters', 'David Bradley', 'Tom Felton', 'Robert Hardy', 'George Harris', 'Natalia Tena', 'Mark Williams', 'Harry Melling', 'Jason Boyd', 'Richard Macklin', 'Kathryn Hunter', 'Miles Jupp', 'Jessica Hynes', 'Adrian Rawlins', 'Geraldine Somerville', 'Peter Cartwright', 'Brigitte Millar', 'Timothy Bateson', 'James Phelps', 'Oliver Phelps', 'Bonnie Wright', 'Jamie Wolpert', 'Nicholas Blane', 'Daisy Haggard', 'Chris Rankin', 'Sian Thomas', 'Jamie Waylett', 'Josh Herdman', 'Matthew Lewis', 'Ryan Nelson', 'William Melling', 'Apple Brook', 'Devon Murray', 'Alfred Enoch', 'Afshan Azad', 'Shefali Chowdhury', 'Jim McManus', 'Nick Shirm', 'Sam Beazley', 'John Atterbury', 'Arben Bajraktaraj', 'Richard Leaf', 'Tony Maudsley', 'Alec Hopkins', 'Robbie Jarvis', 'James Walters', 'Charles Hughes', 'James Utechin', 'Jason Piper', 'Michael Wildman', 'Richard Cubison', 'Peter Best', 'Tav MacDougall', 'Richard Trinder', 'Nathan Clarke', 'David Heyman', 'Cliff Lanning', 'James Payton', 'Christopher Rithin', 'Lauren Shotton', 'Timothy Spall', 'Lisa Wood']","['Warner Bros. Pictures', 'Heyday Films']",https://letterboxd.com//film/harry-potter-and-the-order-of-the-phoenix/
Ratatouille,2007,Brad Bird,"['Animation', 'Family', 'Comedy', 'Fantasy']",4,4.19,111,['USA'],English,"['English', 'French']",2689657,221819,899298,"['Patton Oswalt', 'Lou Romano', 'Ian Holm', 'Brian Dennehy', 'Peter Sohn', ""Peter O'Toole"", 'Brad Garrett', 'Janeane Garofalo', 'Will Arnett', 'Julius Callahan', 'James Remar', 'John Ratzenberger', 'Teddy Newton', 'Tony Fucile', 'Jake Steinfeld', 'Brad Bird', 'Stéphane Roux', 'Andrea Boerries', 'Marco Boerries', 'Lindsey Collins', 'Thomas Keller', 'Brad Lewis', 'Lori Richardson', 'Jack Bird', 'Jamie Oliver', 'Bill Farmer', 'Michael Giacchino']","['Pixar', 'Walt Disney Pictures']",https://letterboxd.com//film/ratatouille/
Shrek the Third,2007,Chris Miller,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Animation']",3,2.76,93,['USA'],English,['English'],904410,48694,85150,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Julie Andrews', 'John Cleese', 'Rupert Everett', 'Eric Idle', 'Justin Timberlake', 'Susanne Blakeslee', 'Cody Cameron', 'Larry King', 'Christopher Knights', 'John Krasinski', 'Ian McShane', 'Cheri Oteri', 'Regis Philbin', 'Amy Poehler', 'Seth Rogen', 'Maya Rudolph', 'Amy Sedaris', 'Conrad Vernon', 'Aron Warner', 'Jasper Johannes Andrews', 'Guillaume Aretos', 'Kelly Asbury', 'Zachary James Bernard', 'Andrew Birch', 'Sean Bishop', 'Kelly Cooney Cilella', 'Walt Dohrn', 'Dante James Hauser', 'Jordan Alexander Hauser', 'Tom Kane', 'Tom McGrath', 'Chris Miller', 'Latifa Ouaou', 'Alina Phelan', 'David P. Smith', 'Mark Valley', 'Kari Wahlgren']","['DreamWorks Animation', 'Pacific Data Images']",https://letterboxd.com//film/shrek-the-third/
Knocked Up,2007,Judd Apatow,"['Drama', 'Romance', 'Comedy']",3.5,3.06,129,['USA'],English,['English'],339680,27156,39777,"['Seth Rogen', 'Katherine Heigl', 'Paul Rudd', 'Leslie Mann', 'Jason Segel', 'Jay Baruchel', 'Jonah Hill', 'Martin Starr', 'Charlyne Yi', 'Iris Apatow', 'Maude Apatow', 'Joanna Kerns', 'Harold Ramis', 'Alan Tudyk', 'Kristen Wiig', 'Bill Hader', 'Ken Jeong', 'Craig Robinson', 'Tim Bagley', 'Loudon Wainwright III', 'Stephanie Mnookin', 'Adam Scott', 'J.P. Manoux', 'Mo Collins', 'B.J. Novak', 'Tami Sagher', 'Brianna Brown', 'Catherine Reitman', 'Nick Thune', 'Paul Feig', 'Ben Meyerson', 'Wayne Federman', 'Melinda Bennett', 'Matthew McKane', 'Steven Brill', 'Ana Mercedes', 'Nadine Griffith', 'Diane Schaller', 'Emersen Riley', 'Stormy Daniels', 'Nautica Thorn', 'Mary Brill', 'Lolita Mastrolia', 'Joseph T. Mastrolia', 'Tracy Hartley', 'Jeffrey L. Wilson', 'Theodore Borders', 'Ranjani Brow', 'Rachel Crane', 'Caitlin Cutt', 'Wendy Hoffmann', 'Scott Menville', 'Shani Pride', 'Christina Rodgers', 'Justin Shenkarow', 'Shane Sweet', 'John Hans Tester', 'Tyler Zaentz', 'Jessica Alba', 'Steve Carell', 'Andy Dick', 'James Franco', 'Eva Mendes', 'Ryan Seacrest', 'Dax Shepard', 'Michelle Woods']","['Apatow Productions', 'Universal Pictures']",https://letterboxd.com//film/knocked-up/
Night at the Museum,2006,Shawn Levy,"['Fantasy', 'Family', 'Comedy', 'Adventure', 'Action']",4,3.23,108,"['USA', 'UK']",English,"['English', 'Italian', 'Hebrew (modern)']",1073890,44738,146190,"['Ben Stiller', 'Carla Gugino', 'Dick Van Dyke', 'Mickey Rooney', 'Bill Cobbs', 'Jake Cherry', 'Ricky Gervais', 'Robin Williams', 'Kim Raver', 'Patrick Gallagher', 'Rami Malek', 'Pierfrancesco Favino', 'Charlie Murphy', 'Steve Coogan', 'Mizuo Peck', 'Kerry van der Griend', 'Dan Rizzuto', 'Matthew Harrison', 'Jody Racicot', 'Paul Rudd', 'Anne Meara', 'Martin Christopher', 'Martin Sims', 'Randy Lee', 'Darryl Quon', 'Gerald Wong', 'Paul Chih-Ping Cheng', 'Teagle F. Bougere', 'Pat Kiernan', 'Nico McEown', 'Meshach Peters', 'Matthew Walker', 'Jason McKinnon', 'Jono Lee', 'Jason Vaisvila', 'Cade Wagar', 'Cory Martin', 'Brad Garrett', 'Crystal the Monkey', 'Che Landon', 'Phil Proctor', 'Gary Sievers', 'Owen Wilson']","['1492 Pictures', '21 Laps Entertainment', '20th Century Fox', 'Ingenious Media', 'Sun Canada Productions']",https://letterboxd.com//film/night-at-the-museum/
The Pursuit of Happyness,2006,Gabriele Muccino,['Drama'],4.5,3.86,117,['USA'],English,"['English', 'Cantonese']",733236,51814,154307,"['Will Smith', 'Jaden Smith', 'Thandiwe Newton', 'Brian Howe', 'James Karen', 'Dan Castellaneta', 'Kurt Fuller', 'Takayo Fischer', 'Kevin West', 'George Cheung', 'David Michael Silverman', 'Domenic Bove', 'Geoff Callan', 'Joyful Raven', 'Scott Klace', 'Rashida Clendening', 'Eric Schniewind', 'Peter Fitzsimmons', 'Maurice Sherbanee', 'Zuhair Haddad', 'Victor Raider-Wexler', 'Mark Christopher Lawrence', 'Darryl Fong', 'George Maguire', 'Joe Nuñez', 'Adam Del Rio', 'Rocky LaRochelle', 'Erin Beers', 'Rueben Grundy', 'Ming Lo', 'John Kovacevich', 'Bonnie Akimoto', 'Stu Klitsner', 'Esther Scott', ""Tina D'Elia"", 'Cecil Williams', 'David Fine', 'George Moffatt', 'Amir Talai', 'Mike Garibaldi', 'Jason Frazier', 'Kevin Crook', 'David Haines', 'James Finnerty', 'Abigail van Alyn', 'Bob Greene', 'Robert Anthony Peters', 'Terri Orth-Pallavicini', 'John Robb', 'Daniel Wilder', 'Cathy Fithian', 'Keith Stevenson', 'Jeff Applebaum', 'Victor Hoagland', 'Richard Bischoff', 'Edward Donlin', 'Larry Hunt', 'Rose Aispuro', 'Arbin C. Kumar', 'Jerry Edward McLilly', 'Shareef Allman', 'Jeffrey Moon', 'Peaches Hutchinson', 'Brandon Deadwiler', 'Tateanna Wheeler-Lezine', 'Karen Kahn', 'Yeena Fisher', 'Phil Austin', 'Kenny Santiago Marrero', 'David Pearl', 'Rick Camp', 'Brad Carr', 'Ben Fritz', 'Adam Wang', 'Zachary Culbertson', 'Brendan Kruse', 'Austin Scott']","['Escape Artists', 'Relativity Media', 'Columbia Pictures', 'Overbrook Entertainment']",https://letterboxd.com//film/the-pursuit-of-happyness/
The Holiday,2006,Nancy Meyers,"['Comedy', 'Romance']",3.5,3.44,136,['USA'],English,"['English', 'French']",566244,83261,127849,"['Cameron Diaz', 'Kate Winslet', 'Jude Law', 'Jack Black', 'Eli Wallach', 'Edward Burns', 'Rufus Sewell', 'Miffy Englefield', 'Emma Pritchard', 'Sarah Parish', 'Shannyn Sossamon', 'Bill Macy', 'Shelley Berman', 'Kathryn Hahn', 'John Krasinski', ""Alex O'Loughlin"", 'Odette Annable', 'Bundle Williams', 'Suzanne Dizon', 'Terry Diab', 'Kenneth Danziger', 'Hope Riley', 'Gilbert Esquivel', 'Steven Bruns', 'Nikki Novak', 'Judith Drake', 'Pamela Dunlap', 'Hal Douglas', 'Jay Simpson', 'Siobhan Pestano', 'Charles Dinsdale', 'Sarah Flind', 'Darline Ann Harris', 'Marcell Brown', 'Marina Morgan', 'Lynden Edwards', 'Lydia Blanco Garza', 'Jon Prescott', 'Patrick Cavanaugh', 'Justin Collins', 'James Franco', 'Lindsay Lohan', 'Dustin Hoffman', 'Dani Lennon', 'Steven Quale', 'Lasco Atkins', 'Patrizia Barretto', 'Drew Bayers', 'Brad Carr', 'Freddie De Grate', 'Nicholas Downs', 'Amber Elizabeth', 'Andy Gates', 'Elizabeth Hara', 'Jake Head', 'Halbert Hernandez', 'Steve Humphreys', 'Charles Kellam', 'Samantha Kelly', 'Lucy Lewendon', 'Jamie McCall', 'Mark A. Nash', 'Ian Novotny', 'Vanessa Ross', 'Scott Slifer', 'Arne Starr', 'David Venafro', 'Leanne Wilson']","['Columbia Pictures', 'Universal Pictures', 'Relativity Media', 'Waverly Films', 'GH One']",https://letterboxd.com//film/the-holiday/
Flushed Away,2006,"David Bowers, Sam Fell","['Adventure', 'Comedy', 'Animation', 'Family']",3.5,3.1,84,"['UK', 'USA']",English,['English'],423082,33445,53173,"['Hugh Jackman', 'Kate Winslet', 'Ian McKellen', 'Jean Reno', 'Bill Nighy', 'Andy Serkis', 'Shane Richie', 'Kathy Burke', 'David Suchet', 'Miriam Margolyes', 'Rachel Rawlinson', 'Susan Duerden', 'Miles Richardson', 'John Motson', 'Douglas Weston', 'Roger Blake', 'Christopher Fairbank', 'Paul Shardlow', 'Conrad Vernon', 'Jonathan Kydd', 'Newell Alexander', 'Susan Fitzer', 'Joshua Silk', 'Meredith Wells', 'Ashleigh-Louis Elliot', 'Ashleigh Ludwig', 'Christopher Knights', 'Emma Tate', 'Tom McGrath', 'Sam Fell', 'David Bowers']","['DreamWorks Animation', 'Aardman']",https://letterboxd.com//film/flushed-away/
Ice Age: The Meltdown,2006,Carlos Saldanha,"['Adventure', 'Comedy', 'Family', 'Animation']",3.5,3.01,91,['USA'],English,['English'],652105,27792,54029,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Queen Latifah', 'Seann William Scott', 'Josh Peck', 'Jay Leno', 'Will Arnett', 'Chris Wedge', 'Peter Ackerman', 'Caitlin Rose Anderson', 'Connor Anderson', 'Joseph Bologna', 'Jack Crocicchia', 'Peter DeSève', 'Ariel Winter', 'Clea Lewis', 'Stephen Root', 'Nicole DeFelice', 'Debi Derryberry', 'Marshall Efron', 'Tom Fahn', 'Jason Fricchione', 'James Edmund Godwin', 'George Jacobs', 'Brian Scott McFadden', 'Jansen Panettiere', 'Gregory Romano', 'Matt Romano', 'Carlos Saldanha', 'Manoela Scarpa Saldanha', 'Sofia Scarpa Saldanha', 'Reyna Shaskan', 'James Sie', 'Cindy Slattery', 'Mindy Sterling', 'Alex Sullivan', 'Renée Taylor', 'Alan Tudyk', 'Claudia Besso', 'Madeleine Martin', 'Sherry Lynn', 'Mickie McGowan', 'Emily Anderson', 'Jack Angel', 'Shane Baumel', 'Bob Bergen', 'Kyle J. Bogert', 'Rodger Bumpass', 'Paul Butcher', 'Blanca Camacho', 'John Cygan', 'Jennifer Darling', 'Olivia DeLaurentis', 'Harrison Fahn', 'Bill Farmer', 'Crispin Freeman', 'Tim Kirkpatrick', 'David H. Kramer', 'Danny Mann', 'Laura Marano', 'Matt McCarthy', 'Laraine Newman', 'Jan Rabson', 'Zack Shada', 'Thomas Sharkey', 'Ross Simanteris', 'Rachel Stand', 'Spencer Lacey Ganus', 'Jess Harnell']","['20th Century Fox Animation', 'Blue Sky Studios', '20th Century Fox']",https://letterboxd.com//film/ice-age-the-meltdown/
Cars,2006,John Lasseter,"['Adventure', 'Family', 'Comedy', 'Animation']",4,3.62,117,['USA'],English,"['English', 'Italian', 'Japanese', 'Yiddish']",1411211,113689,253375,"['Owen Wilson', 'Larry the Cable Guy', 'Bonnie Hunt', 'Paul Newman', 'Tony Shalhoub', 'Cheech Marin', 'Michael Wallis', 'George Carlin', 'Paul Dooley', 'Jenifer Lewis', 'Guido Quaroni', 'Richard Petty', 'Michael Keaton', 'Katherine Helmond', 'John Ratzenberger', 'Joe Ranft', 'Jeremy Piven', 'Dale Earnhardt Jr.', 'Mario Andretti', 'Michael Schumacher', 'Jay Leno', 'Tom Hanks', 'Tim Allen', 'Billy Crystal', 'John Goodman', 'Dave Foley', 'Bob Costas', 'Darrell Waltrip', 'Richard Kind', 'Edie McClurg', 'Humpy Wheeler', 'Tom Magliozzi', 'Ray Magliozzi', 'Lynda Petty', 'Andrew Stanton', 'Mike Nelson', 'Jan Rabson', 'Jonas Rivera', 'Lou Romano', 'Adrian Ochoa', 'E.J. Holowicki', 'Elissa Knight', 'Lindsey Collins', 'Larry Benton', 'Douglas Keever', 'Sherry Lynn', 'Mickie McGowan', 'Jack Angel', 'Michael Bell', 'Bob Bergen', 'Susan Blu', 'Andrea Boerries', 'Marco Boerries', 'Rodger Bumpass', 'Torbin Xan Bullock', 'Richard Cawood', 'Scott Clark', 'Kathy Coates', 'John Cygan', 'Jennifer Darling', 'Paul Eiding', 'Bill Farmer', 'Brian Fee', 'Teresa Ganzel', 'Craig Good', 'Jess Harnell', 'Artie Kempner', 'Hooman Khalili', 'Sonoko Konishi', 'Erik Langley', 'Danny Mann', 'Laraine Newman', 'Teddy Newton', ""Colleen O'Shaughnessey"", 'Bob Peterson', 'Steve Purcell', 'A.J. Riebli III', 'Dan Scanlon', 'Stephen Schaffer', 'Ken Schretzmann', 'Bob Scott', 'Matt Staudt', 'Jay Ward', 'Jim Ward', 'Colette Whitaker', 'Frank Welker']","['Pixar', 'Walt Disney Pictures']",https://letterboxd.com//film/cars/
Harry Potter and the Goblet of Fire,2005,Mike Newell,"['Adventure', 'Fantasy']",4,3.79,157,"['UK', 'USA']",English,"['English', 'French']",1944908,145294,452583,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Brendan Gleeson', 'Michael Gambon', 'Robert Pattinson', 'Ralph Fiennes', 'Robbie Coltrane', 'Alan Rickman', 'David Tennant', 'Predrag Bjelac', 'Clémence Poésy', 'Stanislav Yanevski', 'Frances de la Tour', 'Roger Lloyd Pack', 'Miranda Richardson', 'Gary Oldman', 'Jason Isaacs', 'Maggie Smith', 'Timothy Spall', 'David Bradley', 'Warwick Davis', 'Tom Felton', 'Robert Hardy', 'Shirley Henderson', 'Mark Williams', 'Eric Sykes', 'James Phelps', 'Oliver Phelps', 'Bonnie Wright', 'Jeff Rawle', 'Philip Rham', 'Olivia Higginbottom', 'Ashley Artus', 'Alex Palmer', 'Paschal Friel', 'Richard Rosson', 'Sheila Allen', 'Su Elliot', 'Anne Lacy', 'Flip Webster', 'David Sterne', 'Christopher Whittingham', 'Liam McKenna', 'Campbell Graham', 'Margery Mason', 'Katie Leung', 'Matthew Lewis', 'William Melling', 'Devon Murray', 'Afshan Azad', 'Shefali Chowdhury', 'Angelica Mandy', 'Tolga Safer', 'Alfred Enoch', 'Louis Doyle', 'Jamie Waylett', 'Josh Herdman', 'Charlotte Skeoch', 'Robert Wilfort', 'Tiana Benjamin', 'Henry Lloyd-Hughes', 'Jarvis Cocker', 'Jonny Greenwood', 'Philip Selway', 'Steve Mackey', 'Jason Buckle', 'Steve Claydon', 'Alan Watts', 'Adrian Rawlins', 'Geraldine Somerville']","['Warner Bros. Pictures', 'Heyday Films', 'Patalex IV Productions Limited']",https://letterboxd.com//film/harry-potter-and-the-goblet-of-fire/
Pride & Prejudice,2005,Joe Wright,"['Drama', 'Romance']",5,4.09,127,"['France', 'UK', 'USA']",English,['English'],1055536,170273,403283,"['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn', 'Donald Sutherland', 'Rosamund Pike', 'Jena Malone', 'Carey Mulligan', 'Talulah Riley', 'Tom Hollander', 'Simon Woods', 'Judi Dench', 'Claudie Blakley', 'Peter Wight', 'Penelope Wilton', 'Kelly Reilly', 'Rupert Friend', 'Sylvester Morand', 'Pip Torrens', 'Janet Whiteside', 'Sinead Matthews', 'Roy Holder', 'Jay Simpson', 'Rosamund Stephen', 'Samantha Bloom', 'Cornelius Booth', 'Meg Wynn Owen', 'Tamzin Merchant', 'Moya Brady', 'Mark Arends', 'Bret Jones', 'Liam Thomas']","['Universal Pictures', 'StudioCanal', 'Working Title Films', 'Scion Films']",https://letterboxd.com//film/pride-prejudice/
Corpse Bride,2005,"Tim Burton, Mike Johnson","['Animation', 'Fantasy', 'Romance']",3,3.78,77,"['UK', 'USA']",English,['English'],1072725,126745,303112,"['Johnny Depp', 'Helena Bonham Carter', 'Emily Watson', 'Tracey Ullman', 'Paul Whitehouse', 'Joanna Lumley', 'Albert Finney', 'Richard E. Grant', 'Christopher Lee', 'Michael Gough', 'Jane Horrocks', 'Enn Reitel', 'Deep Roy', 'Danny Elfman', 'Stephen Ballantyne', 'Lisa Kay']","['Tim Burton Productions', 'Laika', 'Patalex Productions', 'Warner Bros. Pictures', 'Will Vinton Studios']",https://letterboxd.com//film/corpse-bride/
Wallace & Gromit: The Curse of the Were-Rabbit,2005,"Nick Park, Steve Box","['Adventure', 'Family', 'Comedy', 'Animation']",4,3.76,85,"['UK', 'USA']",English,['English'],337796,44532,65734,"['Peter Sallis', 'Ralph Fiennes', 'Helena Bonham Carter', 'Peter Kay', 'Nicholas Smith', 'Liz Smith', 'John Thomson', 'Mark Gatiss', 'Vincent Ebrahim', 'Geraldine McEwan', 'Edward Kelsey', 'Dicken Ashworth', 'Robert Horvath', 'Pete Atkin', 'Noni Lewis', 'Ben Whitehead', 'Christopher Fairbank', 'James Mather', 'William Vanderpuye', 'Nigel Pilkington']","['Aardman', 'DreamWorks Animation']",https://letterboxd.com//film/wallace-gromit-the-curse-of-the-were-rabbit/
The 40 Year Old Virgin,2005,Judd Apatow,"['Romance', 'Comedy']",3,3.31,116,['USA'],English,"['English', 'Spanish']",686944,44075,107363,"['Steve Carell', 'Catherine Keener', 'Paul Rudd', 'Romany Malco', 'Seth Rogen', 'Elizabeth Banks', 'Leslie Mann', 'Jane Lynch', 'Gerry Bednob', 'Shelley Malil', 'Kat Dennings', 'Jordan Masterson', 'Chelsea Smith', 'Jonah Hill', 'Erica Vittina Phillips', 'Marika Domińczyk', 'Mindy Kaling', 'Mo Collins', 'Gillian Vigman', 'Kimberly Page', 'Siena Goines', 'Charlie Hartsock', 'Nancy Carell', 'Cedric Yarbrough', 'David Koechner', 'Jeff Kahn', 'Nick Lashaway', 'Loren Berman', 'Julian Foster', 'Loudon Wainwright III', 'Lee Weaver', 'Gloria Helena Jones', 'Jazzmun', 'Miki Mia', 'Denise Meyerson', 'Shannon Bradley', 'Brianna Brown', 'Liz Carey', 'Elizabeth DeCicco', 'Hilary Shepard', 'Barret Swatek', 'Carla Gallo', 'Michael Bierman', 'Marisa Guterman', 'Stormy Daniels', 'Kevin Hart', 'Wayne Federman', 'Ron Marasco', 'Joseph T. Mastrolia', 'Kate Luyben', 'Joe Nuñez', 'Matthew McKane', 'Rose Abdoo', 'Steve Bannos', 'Brooke Hamlin', 'Miyoko Shimosawa', 'Marilyn Dodds Frank', 'Ann Christine', 'Brandon Killham', 'Phyllis Smith', 'Nicole Randall Johnson', 'Suzy Nakamura', 'Jenna Fischer', 'Stephanie Lemelin', 'Jamie Elle Mann', 'Leah McCormick', 'Samantha J. Reese', 'Brittney Skye', 'Christopher T. Wood', 'Wyatt Smith', 'Kira Turnage', 'Penny Vital', 'Christa Nicole Wells']","['Universal Pictures', 'Apatow Productions']",https://letterboxd.com//film/the-40-year-old-virgin/
Charlie and the Chocolate Factory,2005,Tim Burton,"['Fantasy', 'Comedy', 'Adventure', 'Family']",3,3.17,115,"['UK', 'USA']",English,['English'],1645360,73376,256005,"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter', 'Noah Taylor', 'Missi Pyle', 'James Fox', 'Deep Roy', 'Christopher Lee', 'Adam Godley', 'Franziska Troegner', 'AnnaSophia Robb', 'Julia Winter', 'Jordan Fry', 'Philip Wiegratz', 'Blair Dunlop', 'Liz Smith', 'Eileen Essell', 'David Morris', 'Nitin Ganatra', 'Shelley Conn', 'Chris Cresswell', 'Philip Philmar', 'Tony Kirwood', 'Todd Boyce', 'Nayef Rashed', 'Menis Yousry', 'Harry Taylor', 'Hubertus Geller', 'Francesca Hunt', 'Garrick Hagon', 'Kevin Eldon', 'Mark Heap', 'Roger Frost', 'Oscar James', 'Colette Appleby', 'Débora Monteiro', 'Annette Badland', 'Steve Hope Wynne', 'Geoffrey Holder', 'Elena Buda', 'Rene Costa', 'Danny Elfman', 'Aiko Horiuchi', 'Brigitte Millar', 'Valery Richardson', 'John Warman', 'Tracy Yarkoni', 'Jynine James']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'The Zanuck Company', 'Plan B Entertainment', 'Theobald Film Productions']",https://letterboxd.com//film/charlie-and-the-chocolate-factory/
